task,project,sanitizer,crash_type,source_rev
ghostscript/arvo_42687,ghostscript,ASan,SEGV /src/ghostpdl/./pdf/pdf_dict.c:249:25 in pdfi_dict_get,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
ghostscript/arvo_42736,ghostscript,ASan,stack-buffer-overflow /src/llvm-project/compiler-rt/lib/asan/asan_interceptors.cpp:399:5 in strncat,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
ghostscript/arvo_42907,ghostscript,ASan,SEGV /src/ghostpdl/./psi/iname.c:248:34 in names_string_ref,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
ghostscript/arvo_42917,ghostscript,ASan,SEGV /src/ghostpdl/./base/gsmchunk.c in CMP_SIZE,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
ghostscript/arvo_42957,ghostscript,ASan,global-buffer-overflow /src/ghostpdl/./pdf/pdf_dict.c:249:25 in pdfi_dict_get,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
ghostscript/arvo_42998,ghostscript,ASan,SEGV /src/ghostpdl/./base/gsmchunk.c:1093:31 in chunk_free_object,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
ghostscript/arvo_43004,ghostscript,ASan,SEGV /src/ghostpdl/./pdf/pdf_array.c:138:14 in pdfi_array_fetch,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
ghostscript/arvo_43012,ghostscript,ASan,stack-buffer-overflow /src/ghostpdl/./base/gsfunc3.c:121:16 in fn_ElIn_evaluate,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
ghostscript/arvo_43156,ghostscript,ASan,negative-size-param /src/llvm-project/compiler-rt/lib/asan/../sanitizer_common/sanitizer_common_interceptors.inc:827:5 in __interceptor_memcpy,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
ghostscript/arvo_43255,ghostscript,ASan,SEGV /src/ghostpdl/./pdf/pdf_stack.h:56:18 in pdfi_countdown_impl,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
ghostscript/arvo_43268,ghostscript,ASan,heap-use-after-free /src/ghostpdl/./pdf/pdf_deref.c:928:28 in pdfi_dereference,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
ghostscript/arvo_43354,ghostscript,ASan,SEGV /src/ghostpdl/./base/gspcolor.c:254:35 in gx_restrict_Pattern,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
ghostscript/arvo_43599,ghostscript,ASan,SEGV /src/ghostpdl/./pdf/pdf_font1C.c:528:13 in u16,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
ghostscript/arvo_43621,ghostscript,ASan,heap-buffer-overflow /src/ghostpdl/./base/gdevm1.c:683:17 in mem_mono_copy_mono,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
ghostscript/arvo_43680,ghostscript,ASan,SEGV /src/ghostpdl/./base/gsmchunk.c:806:24 in chunk_obj_alloc,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
ghostscript/arvo_43688,ghostscript,ASan,heap-buffer-overflow /src/ghostpdl/./base/gdevm24.c:281:21 in mem_true24_fill_rectangle,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
ghostscript/arvo_43984,ghostscript,ASan,SEGV (/lib/x86_64-linux-gnu/libpthread.so.0+0xedd6) in pthread_cond_destroy@@GLIBC_2.3.2,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
ghostscript/arvo_44034,ghostscript,ASan,stack-buffer-overflow /src/llvm-project/compiler-rt/lib/asan/../sanitizer_common/sanitizer_common_interceptors.inc:827:5 in __interceptor_memcpy,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
ghostscript/arvo_44151,ghostscript,ASan,SEGV /src/ghostpdl/./pdf/pdf_array.c:138:14 in pdfi_array_fetch,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
ghostscript/arvo_44160,ghostscript,ASan,stack-buffer-overflow /src/llvm-project/compiler-rt/lib/asan/../sanitizer_common/sanitizer_common_interceptors.inc:810:3 in __interceptor_memmove,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
ghostscript/arvo_44258,ghostscript,ASan,heap-buffer-overflow /src/ghostpdl/./pdf/pdf_xref.c:108:20 in read_xref_stream_entries,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
ghostscript/arvo_44406,ghostscript,ASan,heap-buffer-overflow /src/ghostpdl/./base/sstring.c:416:33 in s_hex_process,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
ghostscript/arvo_44610,ghostscript,ASan,heap-buffer-overflow /src/ghostpdl/./pdf/pdf_xref.c:114:22 in read_xref_stream_entries,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
ghostscript/arvo_44855,ghostscript,ASan,SEGV /src/ghostpdl/./base/gxdcolor.c:1068:44 in gx_dc_default_fill_masked,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
ghostscript/arvo_44983,ghostscript,ASan,stack-buffer-overflow /src/llvm-project/compiler-rt/lib/asan/../sanitizer_common/sanitizer_common_interceptors.inc:827:5 in __interceptor_memcpy,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
ghostscript/arvo_45173,ghostscript,ASan,SEGV /src/ghostpdl/./pdf/pdf_font1C.c:532:13 in u16,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
ghostscript/arvo_45222,ghostscript,ASan,SEGV /src/ghostpdl/./pdf/pdf_font1C.c:1936:30 in pdfi_read_cff,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
ghostscript/arvo_45320,ghostscript,ASan,SEGV (<unknown module>),b46456c46838b2b090d7e6ded5bfdf1ff583dba7
ghostscript/arvo_45347,ghostscript,ASan,SEGV /src/ghostpdl/./base/stream.c:496:12 in spgetcc,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
ghostscript/arvo_45992,ghostscript,ASan,SEGV /src/ghostpdl/./base/srle.c:150:22 in s_RLE_process,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
ghostscript/arvo_46307,ghostscript,ASan,heap-buffer-overflow /src/ghostpdl/./base/gxblend.c:2984:40 in template_compose_group,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
ghostscript/arvo_46734,ghostscript,ASan,SEGV /src/ghostpdl/./base/gsmalloc.c:335:24 in gs_heap_free_object,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
ghostscript/arvo_47157,ghostscript,ASan,heap-buffer-overflow /src/ghostpdl/./base/sfilter1.c:105:25 in s_PFBD_process,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
ghostscript/arvo_47601,ghostscript,ASan,heap-buffer-overflow /src/llvm-project/compiler-rt/lib/asan/../sanitizer_common/sanitizer_common_interceptors.inc:827:5 in __interceptor_memcpy,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
ghostscript/arvo_47770,ghostscript,ASan,SEGV /src/ghostpdl/./base/gsdevice.c:786:16 in gs_closedevice,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
ghostscript/arvo_48305,ghostscript,ASan,heap-use-after-free /src/ghostpdl/./psi/zdevice.c:74:24 in psi_device_ref_finalize,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
ghostscript/arvo_49290,ghostscript,ASan,SEGV /src/ghostpdl/./psi/iname.c:248:34 in names_string_ref,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
ghostscript/arvo_49528,ghostscript,ASan,heap-use-after-free /src/ghostpdl/./base/gstiffio.c:97:26 in gs_tifsSeekProc,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
ghostscript/arvo_49606,ghostscript,ASan,SEGV /src/ghostpdl/./pdf/pdf_repair.c:442:99 in pdfi_repair_file,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
ghostscript/arvo_50099,ghostscript,ASan,heap-buffer-overflow /src/ghostpdl/./pdf/pdf_font1C.c:822:14 in pdfi_read_cff_dict,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
ghostscript/arvo_50267,ghostscript,ASan,stack-buffer-overflow /src/ghostpdl/./base/gsgdata.c:119:5 in gs_glyph_data_from_string,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
ghostscript/arvo_50306,ghostscript,ASan,stack-buffer-underflow /src/ghostpdl/./base/gstype2.c:693:33 in gs_type2_interpret,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
ghostscript/arvo_50307,ghostscript,ASan,heap-use-after-free /src/ghostpdl/./base/gdevnfwd.c:33:5 in gx_device_forward_finalize,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
ghostscript/arvo_50326,ghostscript,ASan,stack-buffer-overflow /src/ghostpdl/./base/gsgdata.c:127:5 in gs_glyph_data_from_bytes,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
ghostscript/arvo_50656,ghostscript,ASan,heap-buffer-overflow /src/ghostpdl/./base/ttinterp.c:2335:23 in Ins_NPUSHB,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
ghostscript/arvo_50834,ghostscript,ASan,heap-buffer-overflow /src/ghostpdl/./base/ttinterp.c:735:14 in GetShortIns,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
ghostscript/arvo_50847,ghostscript,ASan,heap-buffer-overflow /src/ghostpdl/./base/ttfmain.c:653:50 in ttfOutliner__BuildGlyphOutlineAux,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
ghostscript/arvo_50893,ghostscript,ASan,heap-use-after-free /src/ghostpdl/./devices/vector/gdevxps.c:2411:28 in xps_tifsSeekProc,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
ghostscript/arvo_51011,ghostscript,ASan,stack-buffer-underflow /src/ghostpdl/./base/gxtype1.c:551:25 in gs_type1_piece_codes,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
ghostscript/arvo_51045,ghostscript,ASan,SEGV /src/ghostpdl/./base/ttinterp.c:4109:28 in Ins_ISECT,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
ghostscript/arvo_51089,ghostscript,ASan,stack-buffer-underflow /src/ghostpdl/./base/gstype2.c:659:29 in gs_type2_interpret,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
ghostscript/arvo_51275,ghostscript,ASan,stack-buffer-overflow /src/ghostpdl/./base/gstype2.c:506:46 in gs_type2_interpret,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
ghostscript/arvo_51418,ghostscript,ASan,heap-buffer-overflow /src/ghostpdl/./base/ttinterp.c:2389:23 in Ins_PUSHB,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
ghostscript/arvo_51618,ghostscript,ASan,heap-buffer-overflow /src/ghostpdl/./base/ttinterp.c:736:14 in GetShortIns,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
ghostscript/arvo_52145,ghostscript,ASan,stack-buffer-underflow /src/ghostpdl/./base/gstype2.c:785:34 in gs_type2_interpret,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
ghostscript/arvo_52986,ghostscript,ASan,heap-use-after-free /src/ghostpdl/./base/gsfont.c:190:32 in gs_font_finalize,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
ghostscript/arvo_53052,ghostscript,ASan,SEGV /src/ghostpdl/./base/ttinterp.c in Ins_MSIRP,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
ghostscript/arvo_53054,ghostscript,ASan,stack-buffer-underflow /src/ghostpdl/./base/gstype2.c:855:36 in gs_type2_interpret,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
ghostscript/arvo_53456,ghostscript,ASan,heap-buffer-overflow /src/llvm-project/compiler-rt/lib/asan/../sanitizer_common/sanitizer_common_interceptors.inc:799:3 in memset,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
ghostscript/arvo_53619,ghostscript,ASan,heap-buffer-overflow /src/llvm-project/compiler-rt/lib/asan/../sanitizer_common/sanitizer_common_interceptors.inc:827:5 in __interceptor_memcpy,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
ghostscript/arvo_53711,ghostscript,ASan,stack-buffer-overflow /src/ghostpdl/./devices/vector/gdevpsfm.c:60:9 in pput_hex,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
ghostscript/arvo_53903,ghostscript,ASan,heap-buffer-overflow /src/llvm-project/compiler-rt/lib/asan/../sanitizer_common/sanitizer_common_interceptors.inc:799:3 in memset,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
ghostscript/arvo_54436,ghostscript,ASan,SEGV /src/ghostpdl/./base/gsmchunk.c:1139:20 in chunk_free_object,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
ghostscript/arvo_54511,ghostscript,ASan,SEGV /src/ghostpdl/./psi/igc.c:915:17 in gc_trace,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
ghostscript/arvo_55443,ghostscript,ASan,heap-use-after-free /src/ghostpdl/./psi/igc.c:915:17 in gc_trace,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
ghostscript/arvo_55898,ghostscript,ASan,SEGV /src/ghostpdl/./base/gsfunc0.c:1463:34 in gs_function_Sd_init,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
ghostscript/arvo_56156,ghostscript,ASan,stack-buffer-overflow /src/ghostpdl/./pdf/pdf_font1C.c:744:10 in pdfi_read_cff_real,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
ghostscript/arvo_57880,ghostscript,ASan,SEGV /src/ghostpdl/./pdf/pdf_font1C.c:2287:9 in pdfi_read_cff_font,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
ghostscript/arvo_58405,ghostscript,ASan,stack-buffer-overflow /src/ghostpdl/./pdf/pdf_font1C.c:744:10 in pdfi_read_cff_real,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
ghostscript/oss-fuzz_391934080,ghostscript,ASan,stack-buffer-underflow /src/ghostpdl/./base/gstype1.c:441:47 in gs_type1_interpret,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
ghostscript/oss-fuzz_393414239,ghostscript,ASan,global-buffer-overflow /src/ghostpdl/./psi/iscan.c:549:11 in gs_scan_token,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
ghostscript/oss-fuzz_395959264,ghostscript,ASan,global-buffer-overflow /src/ghostpdl/./base/sstring.c:401:37 in s_hex_process,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
ghostscript/oss-fuzz_395969084,ghostscript,ASan,global-buffer-overflow /src/ghostpdl/./psi/zfileio.c:743:5 in zpeekstring,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
ghostscript/oss-fuzz_399388654,ghostscript,ASan,heap-use-after-free /src/ghostpdl/./psi/igc.c:1091:10 in ptr_struct_mark,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
ghostscript/oss-fuzz_399388655,ghostscript,ASan,SEGV /src/ghostpdl/./base/gsmchunk.c:1110:31 in chunk_free_object,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
ghostscript/oss-fuzz_399390078,ghostscript,ASan,SEGV /src/ghostpdl/./base/gsmchunk.c:696:9 in remove_free_loc,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
ghostscript/oss-fuzz_399390672,ghostscript,ASan,SEGV /src/ghostpdl/./base/gsmchunk.c:587 in insert_free_loc,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
ghostscript/oss-fuzz_401846983,ghostscript,ASan,heap-buffer-overflow /src/ghostpdl/./base/gdevnfwd.c:33:5 in gx_device_forward_finalize,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
ghostscript/oss-fuzz_402451731,ghostscript,ASan,stack-buffer-overflow /src/ghostpdl/./pdf/pdf_file.c:1944:13 in pdfi_open_font_file_inner,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
ghostscript/oss-fuzz_414383025,ghostscript,ASan,heap-buffer-overflow /src/ghostpdl/./base/sjpx_openjpeg.c:325:13 in ycc_to_rgb_8,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
glib/arvo_28458,glib,ASan,heap-buffer-overflow /work/meson/../../src/glib/glib/guniprop.c:1170:40 in g_utf8_casefold,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
glib/arvo_28477,glib,ASan,global-buffer-overflow /work/meson/../../src/glib/glib/gdatetime.c:2188:16 in g_date_time_get_ymd,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
gpac/arvo_67043,gpac,ASan,heap-buffer-overflow /src/gpac/src/utils/base_encoding.c:300:35 in gf_gz_decompress_payload_ex,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
gpac/oss-fuzz_372994344,gpac,ASan,heap-use-after-free /src/gpac/src/media_tools/mpegts.c:3122:34 in gf_m2ts_demux_del,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
gpac/oss-fuzz_42537014,gpac,ASan,heap-buffer-overflow /src/gpac/src/media_tools/dash_client.c:10383:32 in gf_dash_group_get_template,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
gpac/oss-fuzz_438309779,gpac,ASan,heap-use-after-free /src/gpac/src/odf/descriptors.c:2437:17 in gf_odf_ac4_cfg_clean_list,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
gpsd/oss-fuzz_42537879,gpsd,MSan,use-of-uninitialized-value /src/gpsd/gpsd-3.25.1~dev/gpsd/packet.c:2372:17 in packet_parse,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
gpsd/oss-fuzz_42537883,gpsd,MSan,use-of-uninitialized-value /src/gpsd/gpsd-3.25.1~dev/gpsd/packet.c:2372:17 in packet_parse,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
gstreamer/arvo_53210,gstreamer,ASan,heap-buffer-overflow /src/llvm-project/compiler-rt/lib/asan/asan_interceptors_memintrinsics.cpp:30:3 in __asan_memmove,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
gstreamer/arvo_54811,gstreamer,ASan,"heap-buffer-overflow /src/llvm-project/compiler-rt/lib/asan/../sanitizer_common/sanitizer_common_interceptors.inc:860:7 in MemcmpInterceptorCommon(void*, int (*)(void const*, void const*, unsigned long), void const*, void const*, unsigned long)",b46456c46838b2b090d7e6ded5bfdf1ff583dba7
h2o/arvo_12096,h2o,ASan,heap-buffer-overflow /src/h2o/include/h2o/http2_internal.h:381:26 in h2o_http2_stream_has_pending_data,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
h2o/arvo_2623,h2o,ASan,SEGV (<unknown module>),b46456c46838b2b090d7e6ded5bfdf1ff583dba7
h3/arvo_35902,h3,UBSan,undefined-behavior /src/h3/src/h3lib/lib/algos.c:350:17 in,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
h3/arvo_51208,h3,ASan,global-buffer-overflow /src/h3/src/h3lib/lib/baseCells.c:901:12 in _getBaseCellNeighbor,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
h3/arvo_51224,h3,MSan,use-of-uninitialized-value /src/h3/src/h3lib/lib/vertex.c:229:13 in cellToVertex,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
h3/arvo_51356,h3,MSan,use-of-uninitialized-value /src/h3/src/h3lib/lib/vertex.c:245:17 in cellToVertex,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
h3/oss-fuzz_372515086,h3,ASan,heap-buffer-overflow /src/h3/src/h3lib/lib/polyfill.c:720:18 in polygonToCellsExperimental,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
haproxy/oss-fuzz_415850462,haproxy,ASan,stack-buffer-overflow /src/haproxy/src/tools.c:6493:25 in parse_line,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
haproxy/oss-fuzz_416231227,haproxy,ASan,SEGV /src/haproxy/src/tools.c:6600:22 in sanitize_for_printing,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
harfbuzz/arvo_11033,harfbuzz,ASan,"heap-buffer-overflow /src/harfbuzz/src/./hb-machinery.hh:716:13 in BEInt<unsigned int, 4>::operator unsigned int() const",b46456c46838b2b090d7e6ded5bfdf1ff583dba7
harfbuzz/arvo_11081,harfbuzz,ASan,"heap-buffer-overflow /src/harfbuzz/src/./hb-machinery.hh:674:10 in BEInt<unsigned short, 2>::set(unsigned short)",b46456c46838b2b090d7e6ded5bfdf1ff583dba7
harfbuzz/arvo_11245,harfbuzz,ASan,"heap-buffer-overflow /src/harfbuzz/src/./hb-machinery.hh:660:12 in BEInt<unsigned char, 1>::operator unsigned char() const",b46456c46838b2b090d7e6ded5bfdf1ff583dba7
harfbuzz/arvo_11657,harfbuzz,ASan,"heap-buffer-overflow /src/harfbuzz/src/./hb-machinery.hh:728:59 in BEInt<unsigned short, 2>::operator unsigned short() const",b46456c46838b2b090d7e6ded5bfdf1ff583dba7
harfbuzz/arvo_11730,harfbuzz,MSan,"use-of-uninitialized-value /src/harfbuzz/src/./hb-ot-cff1-table.hh:401:36 in CFF::Charset1_2<OT::IntType<unsigned char, 1u> >::get_glyph(unsigned int) const",b46456c46838b2b090d7e6ded5bfdf1ff583dba7
harfbuzz/arvo_12312,harfbuzz,ASan,"heap-buffer-overflow /src/harfbuzz/src/./hb-machinery.hh:692:59 in BEInt<unsigned short, 2>::operator unsigned short() const",b46456c46838b2b090d7e6ded5bfdf1ff583dba7
harfbuzz/arvo_1856,harfbuzz,MSan,"use-of-uninitialized-value /src/harfbuzz/src/./hb-open-type-private.hh:1042:11 in int OT::SortedArrayOf<OT::IntType<unsigned short, 2u>, OT::IntType<unsigned short, 2u> >::bsearch<unsigned int>(unsigned int const&) const",b46456c46838b2b090d7e6ded5bfdf1ff583dba7
harfbuzz/arvo_21092,harfbuzz,ASan,"heap-buffer-overflow /src/harfbuzz/src/./hb.hh:541:59 in BEInt<short, 2>::operator short() const",b46456c46838b2b090d7e6ded5bfdf1ff583dba7
harfbuzz/arvo_21580,harfbuzz,ASan,"heap-buffer-overflow /src/harfbuzz/src/./hb.hh:529:10 in BEInt<unsigned short, 2>::operator=(unsigned short)",b46456c46838b2b090d7e6ded5bfdf1ff583dba7
harfbuzz/arvo_25013,harfbuzz,MSan,"use-of-uninitialized-value /work/build/../../src/harfbuzz/src/hb-open-type.hh:329:9 in bool OT::OffsetTo<OT::VariationStore, OT::IntType<unsigned int, 4u>, true>::serialize_subset<>(hb_subset_context_t*, OT::OffsetTo<OT::VariationStore, OT::IntType<unsigned int, 4u>, true> const&, void const*)",b46456c46838b2b090d7e6ded5bfdf1ff583dba7
harfbuzz/arvo_35543,harfbuzz,ASan,negative-size-param /src/llvm-project/compiler-rt/lib/asan/asan_interceptors_memintrinsics.cpp:26:3 in __asan_memset,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
harfbuzz/arvo_38355,harfbuzz,ASan,heap-buffer-overflow /work/build/../../src/harfbuzz/src/hb-algs.hh:117:59 in operator unsigned short,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
harfbuzz/arvo_38878,harfbuzz,ASan,"heap-use-after-free /work/build/../../src/harfbuzz/src/hb-repacker.hh:711:58 in hb_resolve_overflows(hb_vector_t<hb_serialize_context_t::object_t*> const&, hb_serialize_context_t*)",b46456c46838b2b090d7e6ded5bfdf1ff583dba7
harfbuzz/arvo_40540,harfbuzz,ASan,SEGV /work/build/../../src/harfbuzz/src/hb-algs.hh:97:45 in operator unsigned char,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
harfbuzz/arvo_4099,harfbuzz,MSan,"use-of-uninitialized-value /src/harfbuzz/src/./hb-buffer-private.hh:323:11 in hb_buffer_t::_unsafe_to_break_set_mask(hb_glyph_info_t*, unsigned int, unsigned int, unsigned int)",b46456c46838b2b090d7e6ded5bfdf1ff583dba7
harfbuzz/arvo_47790,harfbuzz,ASan,"use-after-poison /work/build/../../src/harfbuzz/src/hb-algs.hh:118:59 in BEInt<unsigned short, 2>::operator unsigned short() const",b46456c46838b2b090d7e6ded5bfdf1ff583dba7
harfbuzz/arvo_49187,harfbuzz,ASan,"heap-buffer-overflow /work/build/../../src/harfbuzz/src/hb-algs.hh:119:56 in BEInt<unsigned short, 2>::operator unsigned short() const",b46456c46838b2b090d7e6ded5bfdf1ff583dba7
harfbuzz/arvo_54482,harfbuzz,ASan,heap-buffer-overflow /work/build/../../src/harfbuzz/src/hb-ot-hdmx-table.hh in operator(),b46456c46838b2b090d7e6ded5bfdf1ff583dba7
harfbuzz/arvo_58428,harfbuzz,MSan,"use-of-uninitialized-value /work/build/../../src/harfbuzz/src/OT/glyf/../../hb-ot-var-gvar-table.hh:444:12 in OT::gvar::accelerator_t::apply_deltas_to_points(unsigned int, hb_array_t<int>, hb_array_t<OT::contour_point_t>) const",b46456c46838b2b090d7e6ded5bfdf1ff583dba7
harfbuzz/arvo_58662,harfbuzz,ASan,heap-buffer-overflow /work/build/../../src/harfbuzz/src/hb-algs.hh:1011:30 in sort_r_swap,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
harfbuzz/arvo_60268,harfbuzz,MSan,use-of-uninitialized-value /work/build/../../src/harfbuzz/src/OT/glyf/CompositeGlyph.hh:110:26 in translate,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
harfbuzz/arvo_62774,harfbuzz,ASan,"use-after-poison /work/build/../../src/harfbuzz/src/hb-algs.hh:137:56 in BEInt<unsigned short, 2>::operator unsigned short() const",b46456c46838b2b090d7e6ded5bfdf1ff583dba7
harfbuzz/arvo_64859,harfbuzz,ASan,heap-buffer-overflow /work/build/../../src/harfbuzz/src/hb-algs.hh:137:56 in operator unsigned short,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
harfbuzz/oss-fuzz_394371778,harfbuzz,ASan,heap-use-after-free /work/build/../../src/harfbuzz/src/hb-map.hh:408:49 in get_population,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
harfbuzz/oss-fuzz_399142890,harfbuzz,ASan,stack-buffer-overflow /work/build/../../src/harfbuzz/src/OT/Var/VARC/../../../hb-vector.hh:240:26 in push_has_room<const int &>,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
harfbuzz/oss-fuzz_399228599,harfbuzz,MSan,use-of-uninitialized-value /work/build/../../src/harfbuzz/src/OT/Var/VARC/../../../hb-ot-layout-common.hh:2481:19 in evaluate,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
harfbuzz/oss-fuzz_433311398,harfbuzz,ASan,SEGV /work/build/../../src/harfbuzz/src/hb-atomic.hh:72:10 in _hb_atomic_ptr_impl_cmplexch,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
harfbuzz/oss-fuzz_433311403,harfbuzz,ASan,SEGV /work/build/../../src/harfbuzz/src/hb-atomic.hh:72:10 in _hb_atomic_ptr_impl_cmplexch,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
hdf5/arvo_55214,hdf5,ASan,heap-buffer-overflow /src/hdf5/src/H5Fint.c:2889:13 in H5F_addr_decode_len,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
hdf5/arvo_56076,hdf5,ASan,heap-buffer-overflow /src/hdf5/src/H5Ofsinfo.c:119:12 in H5O__fsinfo_decode,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
hdf5/arvo_58701,hdf5,UBSan,SEGV /src/hdf5/src/H5FL.c:1134:22 in H5FL__blk_gc_list,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
hiredis/arvo_28777,hiredis,UBSan,SEGV (/lib/x86_64-linux-gnu/libc.so.6+0x9a6f0) (BuildId: 87b331c034a6458c64ce09c03939e947212e18ce) in free,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
hoextdown/arvo_23764,hoextdown,ASan,heap-buffer-overflow /src/hoextdown/src/document.c:1792:6 in is_codefence,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
hostap/arvo_27269,hostap,unknown,unknown,b46456c46838b2b090d7e6ded5bfdf1ff583dba7
